,State,Site Name,City,Zip,County,Latitude,Longitude,State Name,zip,population,Year
169,NJ,Naval Air Engineering Center,Lakehurst,08733,OCEAN,40.029719,-74.369161,New Jersey,08733,2864.0,1987
170,NJ,Naval Weapons Station Earle (Site A),Colts Neck,07722,MONMOUTH,40.264581,-74.162919,New Jersey,07722,9977.0,1990
171,NJ,Nl Industries,Pedricktown (Oldmans Town,08067,SALEM,39.758061,-75.424719,New Jersey,08067,1704.0,1983
172,NJ,Orange Valley Regional Ground Water Contamination,West Orange/Orange,07051,ESSEX,40.779936,-74.225267,New Jersey,,,2012
173,NJ,Picatinny Arsenal (Usarmy),Rockaway Township,07801,MORRIS,40.916669,-74.583339,New Jersey,07801,26725.0,1990
174,NJ,Pierson'S Creek,Newark,07105,ESSEX,40.7163,-74.1452,New Jersey,07105,56657.0,2014
175,NJ,Pioneer Metal Finishing Inc,Franklinville,08322,GLOUCESTER,39.616969,-75.061474,New Jersey,08322,10391.0,2021
176,NJ,Pjp Landfill,Jersey City,07306,HUDSON,40.734719,-74.085561,New Jersey,07306,54567.0,1983
177,NJ,Pohatcong Valley Ground Water Contamination,Warren County,07882,WARREN,40.75,-75.0,New Jersey,07882,14918.0,1989
178,NJ,Price Landfill,Pleasantville,08232,ATLANTIC,39.415281,-74.52695,New Jersey,08232,20200.0,1983
179,NJ,Puchack Well Field,Pennsauken Township,08110,CAMDEN,39.976667,-75.051944,New Jersey,08110,18955.0,1998
180,NJ,Quanta Resources,Edgewater,07020,BERGEN,40.804306,-73.989167,New Jersey,07020,14544.0,2002
181,NJ,"Radiation Technology, Inc.",Rockaway Township,07866,MORRIS,40.970831,-74.50555,New Jersey,07866,22632.0,1984
182,NJ,Raritan Bay Slag,Old Bridge Twp/Sayreville,08879,MIDDLESEX,40.464589,-74.258017,New Jersey,08879,23263.0,2009
183,NJ,Ringwood Mines/Landfill,Ringwood Borough,07456,PASSAIC,41.136669,-74.2725,New Jersey,07456,11600.0,1983
184,NJ,Riverside Industrial Park,Newark,07104,ESSEX,40.765722,-74.159084,New Jersey,07104,54277.0,2013
185,NJ,Rockaway Borough Well Field,Rockaway Township,07866,MORRIS,40.905831,-74.515561,New Jersey,07866,22632.0,1983
186,NJ,Rockaway Township Wells,Rockaway Township,07866,MORRIS,40.913331,-74.499169,New Jersey,07866,22632.0,1983
187,NJ,Rocky Hill Municipal Well,Rocky Hill Borough,08553,SOMERSET,40.401669,-74.6475,New Jersey,08553,814.0,1983
188,NJ,Roebling Steel Co.,Florence,08554,BURLINGTON,40.120831,-74.770839,New Jersey,08554,3661.0,1983
189,NJ,Rolling Knolls Lf,Green Village,07935,MORRIS,40.729528,-74.447861,New Jersey,07935,597.0,2003
190,NJ,Scientific Chemical Processing,Carlstadt,07072,BERGEN,40.82454,-74.074329,New Jersey,07072,6343.0,1983
191,NJ,Sharkey Landfill,"Parsippany, Troy Hls",07054,MORRIS,40.8501,-74.3454,New Jersey,07054,30139.0,1983
192,NJ,Sherwin-Williams/Hilliards Creek,Gibbsboro,08026,CAMDEN,39.835526,-74.964977,New Jersey,08026,2337.0,2008
193,NJ,Shieldalloy Corp.,Newfield Borough,08344,GLOUCESTER,39.543061,-75.022219,New Jersey,08344,5296.0,1984
194,NJ,South Jersey Clothing Co.,Minotola,08341,ATLANTIC,39.5206,-74.9491,New Jersey,08341,2002.0,1989
195,NJ,Standard Chlorine,Kearny,07032,HUDSON,40.75,-74.097222,New Jersey,07032,40570.0,2007
196,NJ,Swope Oil & Chemical Co.,Pennsauken Township,08110,CAMDEN,39.9886,-75.0347,New Jersey,08110,18955.0,1983
197,NJ,Syncon Resins,South Kearny,07032,HUDSON,40.737781,-74.114719,New Jersey,07032,40570.0,1983
198,NJ,U.S. Radium Corp.,Orange,07050,ESSEX,40.781389,-74.228611,New Jersey,07050,33856.0,1983
199,NJ,Unimatic Manufacturing Corporation,Fairfield,07004,ESSEX,40.878792,-74.269155,New Jersey,07004,7712.0,2014
200,NJ,United States Avenue Burn,Gibbsboro,08026,CAMDEN,39.834167,-74.963889,New Jersey,08026,2337.0,1999
201,NJ,Universal Oil Products (Chemical Division),East Rutherford,07073,BERGEN,40.83,-74.088889,New Jersey,07073,10154.0,1983
202,NJ,Ventron/Velsicol,Wood Ridge Borough,07075,BERGEN,40.84,-74.079439,New Jersey,07075,10094.0,1984
203,NJ,"Vineland Chemical Co., Inc.",Vineland,08360,CUMBERLAND,39.510281,-75.056661,New Jersey,08360,44276.0,1984
204,NJ,"Waldick Aerospace Devices, Inc.",Wall Township,07719,MONMOUTH,40.143,-74.0613,New Jersey,07719,22138.0,1986
205,NJ,Welsbach & General Gas Mantle (Camden Radiation),Camden And Gloucester City,08030,CAMDEN,39.919722,-75.121944,New Jersey,08030,13185.0,1996
206,NJ,White Chemical Corp.,Newark,07114,ESSEX,40.698484,-74.198242,New Jersey,07114,12658.0,1991
207,NJ,White Swan Laundry And Cleaner Inc.,Wall Twp,07719,MONMOUTH,40.135721,-74.06,New Jersey,07719,22138.0,2004
208,NJ,Williams Property,Swainton Middle,08210,CAPE MAY,39.1173,-74.8004,New Jersey,08210,17278.0,1983
209,NJ,Woodbrook Road Dump,South Plainfield,08820,MIDDLESEX,40.561564,-74.402914,New Jersey,08820,39392.0,2003
210,NJ,Woodland Route 532 Dump,Woodland Township,08019,BURLINGTON,39.829169,-74.492231,New Jersey,08019,914.0,1984
211,NJ,Woodland Route 72 Dump,Woodland Township,08019,BURLINGTON,39.821669,-74.447781,New Jersey,08019,914.0,1984
212,NJ,Zschiegner Refining,Howell Township,07731,MONMOUTH,40.145833,-74.2,New Jersey,07731,39924.0,1998
213,NY,American Thermostat Co.,South Cairo,12482,GREENE,42.266939,-73.941111,New York,12482,601.0,1983
214,NY,Applied Environmental Services,Glenwood Landing,11545,NASSAU,40.823054,-73.646693,New York,11545,11963.0,1986
215,NY,Arsenic Mine,Kent,10512,PUTNAM,41.457972,-73.715285,New York,10512,24238.0,2019
216,NY,Black River Pcbs,Town Of Champion,13619,JEFFERSON,43.984269,-75.627753,New York,13619,10774.0,2010
217,NY,Brewster Well Field,Putnam County,10509,PUTNAM,41.401669,-73.6,New York,10509,20055.0,1983
218,NY,Brillo Landfill,Victory,13033,CAYUGA,43.170353,-76.613503,New York,13033,3660.0,2022
219,NY,Brookhaven National Laboratory (Usdoe),Upton,11961,SUFFOLK,40.86,-72.869583,New York,11961,12436.0,1989
220,NY,Byron Barrel & Drum,Byron Township,14422,GENESEE,43.1191,-78.1103,New York,14422,1693.0,1986
221,NY,Carroll & Dubies Sewage Disposal,Port Jervis,12771,ORANGE,41.3942,-74.6681,New York,12771,14345.0,1990
222,NY,Cayuga Groundwater Contamination Site,Union Springs,13160,CAYUGA,42.880556,-76.6425,New York,13160,2321.0,2002
223,NY,Circuitron Corp.,East Farmingdale,11735,SUFFOLK,40.7495,-73.4195,New York,11735,32778.0,1989
224,NY,Claremont Polychemical,Old Bethpage,11804,NASSAU,40.7576,-73.4432,New York,11804,4613.0,1986
225,NY,Colesville Municipal Landfill,Town Of Colesville,13813,BROOME,42.160419,-75.58945,New York,13813,1148.0,1986
226,NY,Computer Circuits,Hauppauge,11788,SUFFOLK,40.813194,-73.24611,New York,11788,17092.0,1999
227,NY,Cortese Landfill,Vil Of Narrowsburg,12764,SULLIVAN,41.600561,-75.065,New York,12764,1827.0,1986
228,NY,Crown Cleaners Of Watertown Inc.,Carthage,13619,JEFFERSON,44.022944,-75.651861,New York,13619,10774.0,2002
229,NY,Dewey Loeffel Landfill,Nassau,12123,RENSSELAER,42.560957,-73.560496,New York,12123,4853.0,2011
230,NY,Diaz Chemical,Holley,14470,ORLEANS,43.222944,-78.029278,New York,14470,7765.0,2004
231,NY,Eighteenmile Creek,Lockport,14094,NIAGARA,43.1813,-78.689544,New York,14094,50526.0,2012
232,NY,Endicott Village Well Field,Village Of Endicott,13760,BROOME,42.086111,-76.086111,New York,13760,42880.0,1986
233,NY,"Facet Enterprises, Inc.",Elmira,14903,CHEMUNG,42.1325,-76.829169,New York,14903,7140.0,1983
234,NY,Forest Glen Mobile Home Subdivision,Niagara Falls,14301,NIAGARA,43.1127,-78.9995,New York,14301,11448.0,1989
235,NY,Fulton Avenue,Garden City Park,11040,NASSAU,40.737337,-73.657844,New York,11040,42344.0,1998
236,NY,Gcl Tie And Treating Inc.,Village Of Sidney,13838,DELAWARE,42.300555,-75.413333,New York,13838,4185.0,1994
237,NY,Ge Moreau,South Glens Falls,12803,SARATOGA,43.28305,-73.629169,New York,12803,8915.0,1983
238,NY,General Motors (Central Foundry Division),Massena,13662,ST. LAWRENCE,44.983889,-74.732781,New York,13662,15737.0,1984
239,NY,Genzale Plating Co.,Franklin Square,11010,NASSAU,40.7153,-73.6777,New York,11010,25618.0,1987
240,NY,"Goldisc Recordings, Inc.",Holbrook,11741,SUFFOLK,40.7745,-73.0647,New York,11741,26356.0,1986
241,NY,Gowanus Canal,Brooklyn,11231,KINGS,40.681639,-73.987333,New York,11231,39704.0,2010
242,NY,Griffiss Air Force Base (11 Areas),Rome,13441,ONEIDA,43.233331,-75.416661,New York,13441,145.0,1987
243,NY,Hertel Landfill,Plattekill,12528,ULSTER,41.688061,-74.038889,New York,12528,13818.0,1986
244,NY,Hooker (S Area),Niagara Falls,14303,NIAGARA,43.0757,-79.0054,New York,14303,6210.0,1983
245,NY,Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,Hicksville,11801,NASSAU,40.7575,-73.504169,New York,11801,41792.0,1986
246,NY,Hopewell Precision,Hopewell Junction,12533,DUTCHESS,41.61156,-73.78177,New York,12533,26770.0,2005
247,NY,Hudson River Pcbs,Hudson River,12871,WASHINGTON,43.1102,-73.5765,New York,12871,3997.0,1984
248,NY,Islip Municipal Sanitary Landfill,Islip,11751,SUFFOLK,40.8178,-73.1829,New York,11751,13152.0,1989
249,NY,Johnstown City Landfill,Town Of Johnstown,12095,FULTON,43.043061,-74.393061,New York,12095,12013.0,1986
250,NY,"Jones Chemicals, Inc.",Caledonia,14423,LIVINGSTON,42.976531,-77.845561,New York,14423,4829.0,1990
251,NY,Kentucky Avenue Well Field,Horseheads,14845,CHEMUNG,42.145831,-76.828331,New York,14845,20552.0,1983
252,NY,"Lawrence Aviation Industries, Inc.",Port Jefferson Station,11776,SUFFOLK,40.928139,-73.069194,New York,11776,23629.0,2000
253,NY,Lehigh Valley Railroad,Le Roy,14482,GENESEE,42.992028,-77.933306,New York,14482,8233.0,1999
254,NY,Li Tungsten Corp.,Glen Cove,11542,NASSAU,40.860929,-73.640773,New York,11542,29020.0,1992
255,NY,Liberty Industrial Finishing,Farmingdale,11735,NASSAU,40.72625,-73.448889,New York,11735,32778.0,1986
256,NY,Little Valley,Little Valley,14755,CATTARAUGUS,42.236667,-78.766944,New York,14755,2834.0,1996
257,NY,Mackenzie Chemical Works,Central Islip,11722,SUFFOLK,40.788889,-73.205278,New York,11722,38443.0,2001
258,NY,Magna Metals,Cortlandt Manor,10567,WESTCHESTER,41.2745,-73.8704,New York,10567,20260.0,2019
259,NY,Malta Rocket Fuel Area,Malta,12020,SARATOGA,42.963889,-73.758331,New York,12020,34140.0,1987
260,NY,"Mattiace Petrochemical Co., Inc.",Glen Cove,11542,NASSAU,40.8608,-73.6432,New York,11542,29020.0,1989
261,NY,Meeker Avenue Plume,Brooklyn,11222,KINGS,40.725409,-73.935904,New York,11222,41418.0,2022
262,NY,Mohonk Road Industrial Plant,High Falls,12440,ULSTER,41.816667,-74.13444,New York,12440,1577.0,1999
263,NY,"Nepera Chemical Co., Inc.",Maybrook,12543,ORANGE,41.4643,-74.2447,New York,12543,3147.0,1986
264,NY,New Cassel/Hicksville Ground Water Contamination,New Cassel/Hicksville,11590,NASSAU,40.752446,-73.559781,New York,11590,48243.0,2011
265,NY,Newtown Creek,"Brooklyn, Queens",11222,,40.715192,-73.930762,New York,11222,41418.0,2010
266,NY,Niagara Mohawk Power Corp. (Saratoga Springs Plant),Saratoga Springs,12866,SARATOGA,43.09,-73.776111,New York,12866,39657.0,1990
267,NY,Old Bethpage Landfill,Oyster Bay,11804,NASSAU,40.756939,-73.447219,New York,11804,4613.0,1983
268,NY,Old Roosevelt Field Contaminated Gw Area,Garden City,11530,NASSAU,40.733611,-73.618472,New York,11530,28041.0,2000
269,NY,Olean Well Field,Olean,14760,CATTARAUGUS,42.069439,-78.404719,New York,14760,17272.0,1983
270,NY,Onondaga Lake,Syracuse,13209,ONONDAGA,43.069444,-76.208056,New York,13209,12995.0,1994
271,NY,Peninsula Boulevard Groundwater Plume,Hewlett,11557,NASSAU,40.640392,-73.695667,New York,11557,8503.0,2004
272,NY,Plattsburgh Air Force Base,Plattsburgh,12901,CLINTON,44.6575,-73.464719,New York,12901,32012.0,1989
273,NY,Pollution Abatement Services,Oswego,13126,OSWEGO,43.47,-76.483331,New York,13126,36199.0,1983
274,NY,Port Washington Landfill,Port Washington,11050,NASSAU,40.81805,-73.666661,New York,11050,32657.0,1983
275,NY,Preferred Plating Corp.,Farmingdale,11735,SUFFOLK,40.7158,-73.4253,New York,11735,32778.0,1986
276,NY,Ramapo Landfill,Ramapo,10974,ROCKLAND,41.14,-74.161389,New York,10974,3324.0,1983
277,NY,Richardson Hill Road Landfill/Pond,Sidney Center,13839,DELAWARE,42.252781,-75.249169,New York,13839,1362.0,1987
278,NY,"Robintech, Inc./National Pipe Co.",Town Of Vestal,13850,BROOME,42.1049,-75.9922,New York,13850,23675.0,1986
279,NY,Rosen Brothers Scrap Yard/Dump,Cortland,13045,CORTLAND,42.591669,-76.175281,New York,13045,28388.0,1989
280,NY,Rowe Industries Ground Water Contamination,Noyack/Sag Harbor,11963,SUFFOLK,40.982781,-72.3,New York,11963,8114.0,1987
281,NY,Saint-Gobain Performance Plastics,Village Of Hoosick Falls,12090,RENSSELAER,42.8943,-73.3566,New York,12090,5874.0,2017
282,NY,Sarney Farm,Amenia,12501,DUTCHESS,41.75555,-73.561389,New York,12501,2374.0,1986
283,NY,"Sealand Restoration, Inc.",Lisbon,13669,ST. LAWRENCE,44.703611,-75.361531,New York,13669,15615.0,1990
284,NY,Seneca Army Depot,Romulus,14541,SENECA,42.75,-76.85445,New York,14541,3523.0,1990
285,NY,Shenandoah Road Groundwater Contamination,East Fishkill,12533,DUTCHESS,41.526111,-73.792222,New York,12533,26770.0,2001
286,NY,Sidney Landfill,Sidney,13839,DELAWARE,42.2577,-75.243,New York,13839,1362.0,1989
287,NY,Sinclair Refinery,Wellsville,14895,ALLEGANY,42.1088,-77.9416,New York,14895,9117.0,1983
288,NY,Solvent Savers,Lincklaen,13052,CHENANGO,42.665,-75.876661,New York,13052,1762.0,1983
289,NY,Stanton Cleaners Area Ground Water Contamination,Great Neck,11021,NASSAU,40.782361,-73.734139,New York,11021,19474.0,1999
290,NY,"Tri-Cities Barrel Co., Inc.",Port Crane,13833,BROOME,42.15805,-75.811939,New York,13833,4176.0,1989
291,NY,Vestal Water Supply Well 1-1,Vestal,13850,BROOME,42.0902,-76.0557,New York,13850,23675.0,1983
292,NY,Volney Municipal Landfill,Town Of Volney,13069,OSWEGO,43.36055,-76.379169,New York,13069,23176.0,1986
293,NY,Wappinger Creek,"Wappingers Falls, Town Of Wappinger, Town Of Poughkeepsie",12590,DUTCHESS,41.597684,-73.927136,New York,12590,35823.0,2016
294,NY,Wolff-Alport Chemical Company,Ridgewood,11385,QUEENS,40.692672,-73.901997,New York,11385,103865.0,2014
295,NY,York Oil Co.,Moira,12957,FRANKLIN,44.8225,-74.5751,New York,12957,1721.0,1983
296,PR,Atlantic Fleet Weapons Training Area,Vieques,00765,VIEQUES,18.13058,-65.3106,,00765,8147.0,2005
297,PR,Cabo Rojo Ground Water Contamination,Cabo Rojo,00623,CABO ROJO,18.090725,-67.148325,,00623,39005.0,2011
298,PR,Cidra Groundwater Contamination,Cidra,00739,CIDRA,18.175277,-66.161944,,00739,34595.0,2004
299,PR,Corozal Well,Corozal,00783,COROZAL,18.295711,-66.286206,,00783,34266.0,2012
300,PR,Dorado Ground Water Contamination,Dorado,00646,DORADO,18.429756,-66.27832,,00646,36099.0,2016
301,PR,Fibers Public Supply Wells,Jobos,00784,,17.9632,-66.1461,,00784,35405.0,1984
302,PR,Juncos Landfill,Juncos,00777,JUNCOS,18.2232,-65.9087,,00777,37243.0,1983
303,PR,Maunabo Area Ground Water Contamination,Maunabo,00707,MAUNABO,18.005611,-65.901417,,00707,10400.0,2006
304,PR,Ochoa Fertilizer Co.,Guanica,00653,GUANICA,17.965524,-66.903427,,00653,8665.0,2022
305,PR,"Papelera Puertorriquena, Inc.",Utuado,00641,,18.265194,-66.694908,,00641,23962.0,2009
306,PR,Pesticide Warehouse I,Arecibo,00612,ARECIBO,18.435556,-66.6,,00612,62462.0,2006
307,PR,Pesticide Warehouse Iii,Manati,00674,MANATI,18.429139,-66.458,,00674,39288.0,2003
308,PR,Proteco,Penuelas,00624,PENUELAS,18.0152,-66.7003,,00624,21374.0,2019
309,PR,San German Ground Water Contamination,San German,00683,SAN GERMAN,18.084472,-67.035306,,00683,29431.0,2008
310,PR,"Scorpio Recycling, Inc.",Candeleria Ward,00949,,18.409167,-66.231944,,00949,66714.0,2000
311,PR,The Battery Recycling Company,Arecibo,00612,ARECIBO,18.453603,-66.694097,,00612,62462.0,2017
312,PR,Upjohn Facility,Barceloneta,00617,BARCELONETA,18.4292,-66.5901,,00617,22699.0,1984
313,PR,Vega Alta Public Supply Wells,Vega Alta,00692,,18.418061,-66.330281,,00692,32717.0,1984
314,PR,Vega Baja Solid Waste Disposal,Rio Abajo Ward,00693,VEGA BAJA,18.434306,-66.389722,,00693,55725.0,1999
315,VI,Tutu Wellfield,Tutu,00801,ST. THOMAS,18.341667,-64.885,,,,1995
316,DC,Washington Navy Yard,Washington,20374,DISTRICT OF COLUMBIA,38.875,-76.9875,,,,1998
317,DE,Army Creek Landfill,New Castle,19720,NEW CASTLE,39.653061,-75.608331,Delaware,19720,60593.0,1983
318,DE,Blades Groundwater,Blades,19973,SUSSEX,38.631644,-75.610467,Delaware,19973,25786.0,2020
319,DE,Delaware City Pvc Plant,New Castle,19720,NEW CASTLE,39.586111,-75.649439,Delaware,19720,60593.0,1983
320,DE,Delaware Sand & Gravel Landfill,New Castle,19720,NEW CASTLE,39.651389,-75.602781,Delaware,19720,60593.0,1983
321,DE,Dover Air Force Base,Dover,19901,KENT,39.127781,-75.466669,Delaware,19901,39149.0,1989
322,DE,Dover Gas Light Co.,Dover,19904,KENT,39.1558,-75.5277,Delaware,19904,38125.0,1989
323,DE,"E.I. Du Pont De Nemours & Co., Inc. (Newport Pigment Plant Landfill)",Newport,19804,NEW CASTLE,39.708331,-75.609169,Delaware,19804,18231.0,1990
324,DE,East Basin Road Groundwater,New Castle,19720,NEW CASTLE,39.673092,-75.597211,Delaware,19720,60593.0,2023
325,DE,Georgetown North Groundwater,Georgetown,19947,SUSSEX,38.693399,-75.383985,Delaware,19947,19343.0,2022
326,DE,Halby Chemical Co.,New Castle,19720,NEW CASTLE,39.718611,-75.537219,Delaware,19720,60593.0,1986
327,DE,"Harvey & Knott Drum, Inc.",Kirkwood,19708,NEW CASTLE,39.573331,-75.770839,Delaware,,,1983
328,DE,Hockessin Groundwater,Hockessin,19707,NEW CASTLE,39.78752,-75.696513,Delaware,19707,17366.0,2018
329,DE,"Koppers Co., Inc. (Newport Plant)",Newport,19804,NEW CASTLE,39.704719,-75.624169,Delaware,19804,18231.0,1990
330,DE,Ncr Corp. (Millsboro Plant),Millsboro,19966,SUSSEX,38.5775,-75.283061,Delaware,19966,34892.0,1987
331,DE,Newark South Ground Water Plume,Newark,19713,NEW CASTLE,39.653889,-75.735,Delaware,19713,30549.0,2018
332,DE,"Standard Chlorine Of Delaware, Inc.",New Castle,19720,NEW CASTLE,39.599581,-75.635831,Delaware,19720,60593.0,1987
333,DE,Tybouts Corner Landfill,New Castle,19720,NEW CASTLE,39.6125,-75.653339,Delaware,19720,60593.0,1983
334,MD,Aberdeen Proving Ground (Edgewood Area),Edgewood,21010,HARFORD,39.395404,-76.30773,Maryland,21010,216.0,1990
335,MD,Aberdeen Proving Ground (Michaelsville Landfill),Aberdeen,21005,HARFORD,39.4606,-76.1414,Maryland,21005,2354.0,1989
336,MD,Andrews Air Force Base,Andrews Air Force Base,20762,PRINCE GEORGE'S,38.791667,-76.875,Maryland,20762,3075.0,1999
337,MD,Bear Creek Sediments,Sparrows Point,21219,BALTIMORE,39.227598,-76.491127,Maryland,21219,9873.0,2022
338,MD,Beltsville Agricultural Research Center (Usda),Beltsville,20705,PRINCE GEORGE'S,39.029166,-76.884583,Maryland,20705,28119.0,1994
339,MD,Brandywine Drmo,Brandywine,20613,PRINCE GEORGE'S,38.698056,-76.845,Maryland,20613,15923.0,1999
340,MD,Bush Valley Landfill,Abingdon,21009,HARFORD,39.467219,-76.26195,Maryland,21009,33444.0,1989
341,MD,Central Chemical (Hagerstown),Hagerstown,21742,WASHINGTON,39.656667,-77.723611,Maryland,21742,35114.0,1997
342,MD,Curtis Bay Coast Guard Yard,Baltimore,21226,ANNE ARUNDEL,39.2,-76.572694,Maryland,21226,6593.0,2002
343,MD,Dwyer Property Ground Water Plume,Elkton,21921,CECIL,39.612007,-75.844474,Maryland,21921,45698.0,2011
344,MD,Fort Detrick Area B Ground Water,Frederick,21702,FREDERICK,39.434442,-77.446769,Maryland,21702,47437.0,2009
345,MD,Fort George G. Meade,Odenton,21113,ANNE ARUNDEL,39.083333,-76.715278,Maryland,21113,38053.0,1998
346,MD,Indian Head Naval Surface Warfare Center,Indian Head,20640,CHARLES,38.591389,-77.174306,Maryland,20640,10254.0,1995
347,MD,Kane & Lombard Street Drums,Baltimore,21224,BALTIMORE CITY,39.2956,-76.5419,Maryland,21224,46949.0,1986
348,MD,Limestone Road,Cumberland,21502,ALLEGANY,39.626389,-78.722219,Maryland,21502,41810.0,1983
349,MD,"Ordnance Products, Inc.",North East,21901,CECIL,39.630833,-75.923889,Maryland,21901,19585.0,1997
350,MD,Patuxent River Naval Air Station,Patuxent River,20670,ST. MARY'S,38.270694,-76.419444,Maryland,20670,1577.0,1994
351,MD,"Sand, Gravel And Stone",Elkton,21921,CECIL,39.615281,-75.896389,Maryland,21921,45698.0,1983
352,MD,Sauer Dump,Dundalk,21222,BALTIMORE,39.270267,-76.45271,Maryland,21222,58935.0,2012
353,MD,"Spectron, Inc.",Elkton,21921,CECIL,39.691249,-75.877778,Maryland,21921,45698.0,1994
354,MD,Woodlawn County Landfill,Colora,21917,CECIL,39.641669,-76.09,Maryland,21917,1786.0,1987
355,PA,A.I.W. Frank/Mid-County Mustang,Exton,19341,CHESTER,40.031811,-75.6032,Pennsylvania,19341,20660.0,1989
356,PA,Avco Lycoming (Williamsport Division),Williamsport,17701,LYCOMING,41.244031,-77.041111,Pennsylvania,17701,43169.0,1990
357,PA,Baghurst Drive,Harleysville,19438,MONTGOMERY,40.299483,-75.455133,Pennsylvania,19438,25184.0,2014
358,PA,Bally Ground Water Contamination,Bally,19503,BERKS,40.3984,-75.5933,Pennsylvania,19503,1114.0,1987
359,PA,Bell Landfill,Terry Township,18853,BRADFORD,41.633061,-76.389169,Pennsylvania,18853,4137.0,1989
360,PA,Bendix Flight Systems Division,South Montrose,18843,SUSQUEHANNA,41.797361,-75.88625,Pennsylvania,18843,349.0,1987
361,PA,Berks Sand Pit,Longswamp Township,19539,BERKS,40.4646,-75.6273,Pennsylvania,19539,4112.0,1984
362,PA,Blosenski Landfill,West Caln Township,19376,CHESTER,40.02,-75.91055,Pennsylvania,,,1983
363,PA,Boarhead Farms,Bridgeton Township,18972,BUCKS,40.545831,-75.125,Pennsylvania,18972,2944.0,1989
364,PA,Borit Asbestos,Ambler,19002,MONTGOMERY,40.153472,-75.228625,Pennsylvania,19002,31681.0,2009
365,PA,"Breslube-Penn, Inc.",Coraopolis,15108,ALLEGHENY,40.501389,-80.146389,Pennsylvania,15108,42782.0,1996
366,PA,Brown'S Battery Breaking,Hamburg,19526,BERKS,40.519439,-76.001389,Pennsylvania,19526,11412.0,1986
367,PA,Butz Landfill,Stroudsburg,18360,MONROE,41.0335,-75.3438,Pennsylvania,18360,29790.0,1989
368,PA,Centre County Kepone,State College,16801,CENTRE,40.823611,-77.808331,Pennsylvania,16801,42153.0,1983
369,PA,Chem-Fab,Doylestown,18901,BUCKS,40.315958,-75.136003,Pennsylvania,18901,28477.0,2008
370,PA,Commodore Semiconductor Group,Lower Providence Township,19403,MONTGOMERY,40.1241,-75.4194,Pennsylvania,19403,43967.0,1989
371,PA,"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",Upper Merion Township,19406,MONTGOMERY,40.081667,-75.3425,Pennsylvania,19406,29388.0,1992
372,PA,Crossley Farm,Hereford Township,18056,BERKS,40.435417,-75.620611,Pennsylvania,18056,1623.0,1992
373,PA,Croydon Tce,Croydon Township,19020,BUCKS,40.084934,-74.8892,Pennsylvania,19020,57079.0,1986
374,PA,"Cryochem, Inc.",Worman,19512,BERKS,40.317219,-75.691669,Pennsylvania,19512,15420.0,1989
375,PA,"Delta Quarries & Disposal, Inc./Stotler Landfill",Antis/Logan Twps,16602,BLAIR,40.553611,-78.35445,Pennsylvania,16602,27014.0,1989
376,PA,Douglassville Disposal,Douglassville,19518,BERKS,40.2575,-75.735281,Pennsylvania,19518,16793.0,1983
377,PA,Drake Chemical,Lock Haven,17745,CLINTON,41.129169,-77.443611,Pennsylvania,17745,17722.0,1983
378,PA,Dublin Tce Site,Dublin Borough,18917,BUCKS,40.370892,-75.204897,Pennsylvania,18917,2176.0,1990
379,PA,East Mount Zion,Springettsbury Township,17402,YORK,40.0075,-76.665281,Pennsylvania,17402,37074.0,1984
380,PA,Eastern Diversified Metals,Hometown,18522,SCHUYLKILL,40.829439,-75.9975,Pennsylvania,,,1989
381,PA,Elizabethtown Landfill,Elizabethtown,17022,LANCASTER,40.132781,-76.608189,Pennsylvania,17022,32066.0,1989
382,PA,Fischer & Porter Co.,Warminster,18974,BUCKS,40.183889,-75.0925,Pennsylvania,18974,42984.0,1983
383,PA,Foote Mineral Co.,East Whiteland Township,19355,CHESTER,40.04,-75.585278,Pennsylvania,19355,28650.0,1992
384,PA,Former Exide Technologies Laureldale,Laureldale,19605,BERKS,40.381693,-75.908119,Pennsylvania,19605,20916.0,2024
385,PA,Franklin Slag Pile (Mdc),Philadelphia,19134,PHILADELPHIA,39.983194,-75.083889,Pennsylvania,19134,56750.0,2002
386,PA,Havertown Pcp,Haverford,19083,DELAWARE,39.982781,-75.318611,Pennsylvania,19083,37220.0,1983
387,PA,Heleva Landfill,North Whitehall Twp,18037,LEHIGH,40.670831,-75.5625,Pennsylvania,18037,7459.0,1983
388,PA,Hellertown Manufacturing Co.,Hellertown,18055,NORTHAMPTON,40.595417,-75.340947,Pennsylvania,18055,11947.0,1989
389,PA,Henderson Road,Upper Merion Township,19406,MONTGOMERY,40.086939,-75.35555,Pennsylvania,19406,29388.0,1984
390,PA,Hunterstown Road,Straban Township,17325,ADAMS,39.85305,-77.206111,Pennsylvania,17325,29857.0,1986
391,PA,Industrial Lane,Williams Township,18042,NORTHAMPTON,40.665831,-75.228611,Pennsylvania,18042,44797.0,1984
392,PA,"Jacks Creek/Sitkin Smelting & Refining, Inc.",Maitland,17044,MIFFLIN,40.641531,-77.475281,Pennsylvania,17044,20526.0,1989
393,PA,"Jackson Ceramix, Inc",Falls Creek,15840,JEFFERSON,41.139167,-78.801944,Pennsylvania,15840,1807.0,2005
394,PA,Keystone Sanitation Landfill,Union Township,17331,ADAMS,39.72445,-77.036111,Pennsylvania,17331,55374.0,1987
